LV_NUMMER;LV_TITEL;LV_SEMESTER;DATUM;ANZ_TEILNEHMER
EI7753;Hauptseminar Integrierte Systeme;15S;24/06/2015;12
EI7753;Seminar Integrierte Systeme;15W;28/01/2016;19
EI7754;Seminar Technische Elektronik;15S;17/07/2015;6
EI7754;Seminar Technische Elektronik;15W;05/02/2016;5
EI7755;Seminar Medizinische Elektronik;15S;09/07/2015;12
EI7755;Seminar Medizinische Elektronik;15W;10/03/2016;13
EI7756;Seminar Bioanaloge Informationsverarbeitung;15S;29/07/2015;3
EI7756;Seminar Bioanaloge Informationsverarbeitung;15W;22/12/2015;2
EI7757;Seminar Optoelektronik;15S;11/09/2015;4
EI7758;Hauptseminar Kognitive Robotik und Regelung;15S;06/07/2015;7
EI7758;Seminar Kognitive Robotik und Regelung;15W;19/01/2016;12
EI7759;Seminar Vernetzte Systeme und Regelung;15S;03/07/2015;5
EI7759;Seminar Vernetzte Systeme und Regelung;15W;21/01/2016;8
EI7760;Seminar Messsystem- und Sensortechnik ;15S;20/09/2015;8
EI7760;Seminar Messsystem- und Sensortechnik ;15W;15/03/2016;10
EI7761;Seminar Hochspannungstechnik;15S;13/07/2015;3
EI7761;Seminar Hochspannungstechnik;15W;11/12/2015;5
EI7762;Hauptseminar Digitale Kommunikationssysteme;15S;25/06/2015;12
EI7762;Seminar Digitale Kommunikationssysteme;15W;01/02/2016;9
EI7763;Hauptseminar Hybride Elektronische Systeme;15S;17/07/2015;1
EI7763;Hauptseminar Hybride Elektronische Systeme;15W;05/02/2016;2
EI7764;Hauptseminar Audio-Informationsverarbeitung;15S;08/07/2015;4
EI7764;Seminar Audio-Informationsverarbeitung;15W;15/02/2016;4
EI7765;Seminar NeuroEngineering;15S;14/07/2015;7
EI7765;Seminar NeuroEngineering;15W;27/01/2016;9
EI7766;Seminar Autonome Systeme;15S;10/07/2015;4
EI7766;Seminar Autonome Systeme;15W;25/01/2016;3
EI7767;Hauptseminar Elektrochemische Energiespeicher;15S;17/07/2015;17
EI7767;Seminar Elektrochemische Energiespeicher;15S;11/09/2015;1
EI7767;Seminar Elektrochemische Energiespeicher;15W;29/01/2016;20
EI7768;Seminar Kognitive Systeme;15S;24/07/2015;7
EI7768;Seminar Kognitive Systeme;15W;05/02/2016;7
EI7769;Seminar Multimediale Informationsverarbeitung;15S;04/08/2015;4
EI7770;Hauptseminar Elektrophysikalische Probleme in der Mikrostrukturtechnik;15S;10/07/2015;3
EI7770;Seminar Elektrophysikalische Probleme in der Mikrostrukturtechnik;15W;29/01/2016;4
EI7773;Seminar Erneuerbare und Nachhaltige Energiesysteme;15S;31/08/2015;14
EI7773;Seminar Erneuerbare und Nachhaltige Energiesysteme;15W;22/01/2016;15
EI7774;Seminar Signaltheorie;15S;10/09/2015;2
EI7774;Seminar Signaltheorie;15W;05/04/2016;5
EI7774;Seminar Signaltheorie;15W;05/04/2016;2
EI7775;Seminar Computational Photonics and Nanoelectronics;15W;03/02/2016;3
EI7777;Seminar Navigation;15W;19/02/2016;1
EI8001;Electrical Machines and Power Electronics;15S;16/09/2015;1
EI8001;Electrical Machines and Power Electronics;15W;24/02/2016;1
EI8003;Energy Systems & Energy Economy;15S;17/09/2015;3
EI8013;Seminar on High Voltage Technology;15S;13/07/2015;2
EI8016;Seminar on Electrical Actuators;15S;17/07/2015;2
EI8020;Optimisation of Power Plant Portfolios in Liberalised Markets;15S;03/08/2015;8
EI8028;Electrical Machines;15S;16/09/2015;7
EI8028;Electrical Machines;15W;24/02/2016;65
EI8029;Energy Systems & Energy Economy;15S;17/09/2015;10
EI8029;Energy Systems & Energy Economy;15W;08/02/2016;76
EI8030;High Voltage Technology - Fundamentals;15S;15/09/2015;7
EI8030;High Voltage Technology - Fundamentals;15W;10/02/2016;37
EI8031;Power Electronics;15S;01/09/2015;1
EI8031;Power Electronics;15W;26/02/2016;65
EI8032;Power Transmission Systems;15S;21/09/2015;9
EI8032;Power Transmission Systems;15W;23/02/2016;61
EI8033;Energy Storage;15S;27/07/2015;58
EI8033;Energy Storage;15W;07/03/2016;3
EI8034;High Voltage Insulation Technology;15S;20/07/2015;11
EI8034;High Voltage Insulation Technology;15W;24/02/2016;1
EI8036;Integration of Renewable Energies;15S;14/09/2015;4
EI8036;Integration of Renewable Energies;15W;04/02/2016;73
EI8037;Power Generation Lab;15W;16/07/2015;1
EI8037;Power Generation Lab;15S;16/07/2015;17
EI8038;Seminar Power Transmission;15S;03/07/2015;3
EI8038;Seminar Power Transmission;15W;10/12/2015;2
EI8039;Seminar on Intelligent Methods in Mechatronics;15S;18/05/2015;2
EI8039;Seminar on Intelligent Methods in Mechatronics;15S;30/09/2015;1
EI8040;Seminar on Energy Systems and Energy Economy;15S;17/07/2015;2
EI8040;Seminar on Energy Systems and Energy Economy;15W;08/02/2016;3
EI8041;Seminar on High Voltage Technology;15S;13/07/2015;1
EI8041;Seminar on High Voltage Technology;15W;11/12/2015;2
EI8042;Seminar on Energy Storage Technologies;15S;03/08/2015;2
EI8042;Seminar on Energy Storage Technologies;15W;29/01/2016;3
EI8044;Seminar on Renewable and Sustainable Energy Systems;15S;31/08/2015;5
EI8044;Seminar on Renewable and Sustainable Energy Systems;15W;15/01/2016;5
IN0001;Einführung in die Informatik 1;15W;16/02/2016;1043
IN0001;Einführung in die Informatik 1;15W;29/03/2016;325
IN0002;Praktikum Grundlagen der Programmierung;15W;29/02/2016;983
IN0002;Praktikum Grundlagen der Programmierung;15W;07/04/2016;147
IN0003;Einführung in die Informatik 2;15S;24/04/2015;1
IN0003;Einführung in die Informatik 2;15W;15/02/2016;547
IN0003;Einführung in die Informatik 2;15W;04/04/2016;327
IN0004;Einführung in die Rechnerarchitektur;15W;10/02/2016;510
IN0004;Einführung in die Rechnerarchitektur;15W;31/03/2016;189
IN0005;Praktikum: Technische Informatik;15S;05/08/2015;190
IN0005;Rechnerarchitektur-Praktikum;15W;17/02/2016;62
IN0006;Einführung in die Softwaretechnik;15S;29/07/2015;896
IN0006;Einführung in die Softwaretechnik;15S;29/09/2015;203
IN0007;Grundlagen: Algorithmen und Datenstrukturen;15S;25/07/2015;727
IN0007;Grundlagen: Algorithmen und Datenstrukturen;15S;25/09/2015;241
IN0008;Grundlagen: Datenbanken;15W;24/02/2016;884
IN0008;Grundlagen: Datenbanken;15W;24/02/2016;1
IN0008;Grundlagen: Datenbanken;15W;02/04/2016;285
IN0009;Grundlagen: Betriebssysteme und Systemsoftware;15W;22/02/2016;589
IN0009;Grundlagen: Betriebssysteme und Systemsoftware;15W;06/04/2016;160
IN0010;Grundlagen: Rechnernetze und verteilte Systeme;15S;28/07/2015;662
IN0010;Grundlagen: Rechnernetze und verteilte Systeme;15S;21/09/2015;259
IN0010;Grundlagen: Rechnernetze und verteilte Systeme;15W;23/03/2016;1
IN0011;Einführung in die Theoretische Informatik;15S;13/07/2015;1
IN0011;Einführung in die Theoretische Informatik;15S;30/07/2015;503
IN0011;Einführung in die Theoretische Informatik;15S;24/09/2015;270
IN001301;Proseminar Einführung in die Geschichte der Rechnerarchitektur;15S;13/07/2015;5
IN001301;Proseminar SAT-Solving;15W;20/01/2016;6
IN001302;Proseminar Aktuelle Themen der Wirtschaftsinformatik;15S;02/07/2015;11
IN001302;Proseminar Algebraische Methoden und Agorithmen in der Kryptologie;15W;22/10/2015;9
IN001303;Proseminar  Next Generation Datacenter;15S;21/07/2015;20
IN001303;Proseminar How to make a PIXAR Movie ;15W;20/01/2016;7
IN001304;Proseminar Auction Theory and Market Design;15S;15/06/2015;5
IN001304;Proseminar - Stable Marriage Problem ;15W;13/01/2016;1
IN001305;Proseminar Teaching iOS;15S;23/07/2015;1
IN001305; Proseminar Design of an autonomous bicycle ;15W;19/01/2016;4
IN001306;Proseminar Algebraische Methoden und Agorithmen in der Kryptologie;15S;22/07/2015;21
IN001306;Proseminar - Gait assistive robots ;15W;26/01/2016;4
IN001307;Proseminar - Linked Data ;15W;29/01/2016;14
IN001308;Proseminar Data Mining;15S;27/07/2015;19
IN001308; Proseminar  Mikrocontroller und eingebettete Systeme;15W;18/01/2016;5
IN001309;Proseminar Multicore-Architekturen;15S;15/07/2015;10
IN001309;Proseminar  - Netzarchitekturen und Netzdienste: Network Hacking ;15W;07/02/2016;11
IN001310; Proseminar H4ck3r's D3l1ght;15S;24/08/2015;35
IN001310;Proseminar Teaching iOS;15W;21/01/2016;3
IN001313;Proseminar Peer Instruction ;15S;05/08/2015;51
IN001314;Proseminar How to make a Pixar Movie;15S;03/07/2015;17
IN001315;Proseminar Selected Fun Problems of the ACM Programming Contest ;15S;05/10/2015;39
IN001316;Proseminar Scientific Computing - High-Performance Computing;15S;24/06/2015;18
IN001324;Proseminar Graph Drawing                                                                                                                                                                                ;15S;17/07/2015;20
IN0015;Diskrete Strukturen;15W;13/02/2016;896
IN0015;Diskrete Strukturen;15W;05/04/2016;434
IN0018;Diskrete Wahrscheinlichkeitstheorie;15S;04/08/2015;307
IN0018;Diskrete Wahrscheinlichkeitstheorie;15S;30/09/2015;129
IN0019;Numerisches Programmieren;15S;20/07/2015;228
IN0019;Numerisches Programmieren;15W;11/02/2016;241
IN0021;Einführung in die Wirtschaftsinformatik;15W;22/02/2016;224
IN0021;Einführung in die Wirtschaftsinformatik;15W;01/04/2016;48
IN0022;Planen und Entscheiden in betrieblichen Informationssystemen;15S;18/06/2015;106
IN0022;Planen und Entscheiden in betrieblichen Informationssystemen;15S;01/10/2015;60
IN0031;Einführung in die Informatik für Games Engineering;15W;10/02/2016;197
IN0031;Einführung in die Informatik für Games Engineering;15W;01/04/2016;24
IN0033;Interaktionsmethoden und -geräte;15W;25/02/2016;134
IN0033;Interaktionsmethoden und -geräte;15W;05/04/2016;18
IN0034;Betriebssysteme und hardwarenahe Programmierung für Games;15W;16/02/2016;136
IN0034;Betriebssysteme und hardwarenahe Programmierung für Games;15W;08/04/2016;53
IN0035;Aspekte der systemnahen Programmierung bei der Spieleentwicklung;15W;12/02/2016;130
IN0036;Social Gaming;15S;03/08/2015;109
IN0036;Social Gaming;15S;30/09/2015;54
IN0037;Physikalische Grundlagen für Computerspiele;15W;17/02/2016;122
IN0037;Physikalische Grundlagen für Computerspiele;15W;30/03/2016;62
IN0038;Game Engine Design;15S;31/07/2015;199
IN0038;Game Engine Design;15S;01/10/2015;92
IN0038;Game Engine Design;15S;14/03/2016;1
IN0039;Praktikum: Game Engine Design;15S;24/07/2015;195
IN0039;Praktikum: Game Engine Design;15S;22/09/2015;90
IN1501;Grundlagen der Programmierung;15W;22/12/2015;17
IN1503;Advanced Programming ;15W;17/02/2016;89
IN1503;Advanced Programming ;15W;31/03/2016;27
IN2001;Algorithms of Scientific Computing;15S;21/07/2015;69
IN2001;Algorithms of Scientific Computing;15S;24/09/2015;23
IN2003;Effiziente Algorithmen und Datenstrukturen I;15W;06/02/2016;174
IN2003;Effiziente Algorithmen und Datenstrukturen I;15W;06/04/2016;96
IN2004;Effiziente Algorithmen und Datenstrukturen II;15S;05/08/2015;27
IN2004;Effiziente Algorithmen und Datenstrukturen II;15S;07/10/2015;8
IN2005;Scientific Computing I;15W;18/02/2016;78
IN2005;Scientific Computing I;15W;07/04/2016;26
IN2007;Komplexitätstheorie;15S;27/07/2015;18
IN2007;Komplexitätstheorie;15S;23/09/2015;5
IN2010;Modellbildung und Simulation;15S;07/08/2015;135
IN2010;Modellbildung und Simulation;15S;28/09/2015;59
IN2012;Parallel Numerics;15W;15/02/2016;63
IN2012;Parallel Numerics;15W;08/04/2016;21
IN2013;High Performance Computing - Programmiermodelle und Skalierbarkeit;15S;28/07/2015;60
IN2013;High Performance Computing - Programmiermodelle und Skalierbarkeit;15S;01/10/2015;12
IN2015;Bildsynthese;15W;19/02/2016;61
IN2015;Bildsynthese;15W;04/04/2016;23
IN2016;Bildverstehen II: Robot Vision;15W;26/02/2016;64
IN2016;Bildverstehen II: Robot Vision;15W;11/03/2016;19
IN2017;Computer Grafik;15S;30/07/2015;104
IN2017;Computer Grafik;15S;07/10/2015;19
IN2017;Computer Grafik;15S;07/10/2015;18
IN2017;Computer Grafik;15S;08/10/2015;1
IN2018;Erweiterte Realität;15S;28/07/2015;85
IN2021;Informatikanwendungen in der Medizin;15W;17/02/2016;82
IN2021;Informatikanwendungen in der Medizin;15W;30/03/2016;22
IN2022;Informatikanwendungen in der Medizin II;15S;16/07/2015;49
IN2022;Informatikanwendungen in der Medizin II;15S;30/09/2015;12
IN2023;Bildverstehen I: Methoden der industriellen Bildverarbeitung;15S;24/07/2015;139
IN2023;Bildverstehen I: Methoden der industriellen Bildverarbeitung;15S;02/10/2015;37
IN2026;Wissenschaftliche Visualisierung;15W;23/02/2016;127
IN2026;Wissenschaftliche Visualisierung;15W;05/04/2016;24
IN2028;Business Analytics;15W;17/02/2016;335
IN2028;Business Analytics;15W;31/03/2016;101
IN2030;Data Mining and Knowledge Discovery;15W;06/02/2016;214
IN2030;Data Mining and Knowledge Discovery;15W;09/04/2016;104
IN2031;Einsatz und Realisierung von Datenbanksystemen;15S;24/07/2015;378
IN2031;Einsatz und Realisierung von Datenbanksystemen;15S;29/09/2015;115
IN2032;Elektronisches Publizieren / Document Engineering und das World-Wide Web;15S;23/07/2015;97
IN2032;Elektronisches Publizieren / Document Engineering und das World-Wide Web;15S;30/09/2015;42
IN2033;Informationsmanagement ;15S;30/07/2015;157
IN2033;Informationsmanagement ;15S;28/09/2015;63
IN2040;Virtuelle Maschinen - Abstrakte Maschinen;15S;31/07/2015;64
IN2040;Virtuelle Maschinen - Abstrakte Maschinen;15S;28/09/2015;15
IN2041;Automaten und formale Sprachen;15W;12/02/2016;43
IN2042;Automaten und formale Sprachen II                                                                                                                                                                       ;15S;31/07/2015;7
IN2042;Automaten und formale Sprachen II                                                                                                                                                                       ;15S;08/04/2016;1
IN2048;Gleichungslogik und Lambda-Kalkül;15S;20/07/2015;11
IN2050;Model Checking;15S;29/07/2015;29
IN2050;Model Checking;15S;08/09/2015;8
IN2052;Petrinetze;15S;13/07/2015;69
IN2052;Petrinetze;15S;23/09/2015;16
IN2053;Programmoptimierung;15W;11/02/2016;66
IN2053;Programmoptimierung;15W;31/03/2016;26
IN2055;Semantik;15W;18/02/2016;13
IN2060;Echtzeitsysteme;15S;06/08/2015;13
IN2060;Echtzeitsysteme;15W;12/02/2016;160
IN2061;Einführung in die digitale Signalverarbeitung;15S;15/07/2015;50
IN2062;Grundlagen der Künstlichen Intelligenz;15W;08/02/2016;540
IN2062;Grundlagen der Künstlichen Intelligenz;15W;06/04/2016;225
IN2064;Maschinelles Lernen;15W;10/02/2016;246
IN2064;Maschinelles Lernen;15W;05/04/2016;95
IN2067;Robotik;15W;12/02/2016;148
IN2067;Robotik;15W;01/04/2016;64
IN2068;Sensor-based Robotic Manipulation and Locomotion;15W;22/02/2016;24
IN2068;Sensor-based Robotic Manipulation and Locomotion;15W;08/04/2016;8
IN2071;Wissensbasierte Systeme für industrielle Anwendungen;15S;03/07/2015;19
IN2071;Wissensbasierte Systeme für industrielle Anwendungen;15S;03/08/2015;1
IN2075;Rechensysteme in Einzeldarstellungen: Mikroprozessoren;15W;23/02/2016;42
IN2076;Rechnerarchitektur;15W;02/02/2016;107
IN2076;Rechnerarchitektur;15W;13/04/2016;46
IN2078;Grundlagen der Programm- und Systementwicklung;15W;16/02/2016;91
IN2078;Grundlagen der Programm- und Systementwicklung;15W;07/04/2016;33
IN2079;IT und Unternehmensberatung;15W;02/03/2016;34
IN2079;IT und Unternehmensberatung;15W;22/03/2016;3
IN2080;Modellierung verteilter Systeme;15S;04/08/2015;63
IN2080;Modellierung verteilter Systeme;15S;25/09/2015;8
IN2081;Muster in der Softwaretechnik;15W;22/02/2016;391
IN2081;Muster in der Softwaretechnik;15W;06/04/2016;80
IN2083;Projektorganisation und Management in der Softwareentwicklung;15S;03/08/2015;343
IN2083;Projektorganisation und Management in der Softwareentwicklung;15S;24/09/2015;51
IN2084;Prozesse und Methoden beim Testen von Software;15S;17/07/2015;229
IN2084;Prozesse und Methoden beim Testen von Software;15S;02/10/2015;77
IN2085;Software Engineering für betriebliche Anwendungen - Bachelorkurs;15W;10/02/2016;106
IN2085;Software Engineering für betriebliche Anwendungen - Bachelorkurs;15W;08/04/2016;22
IN2087;Software Engineering für betriebliche Anwendungen - Masterkurs;15S;07/07/2015;166
IN2089;Strategisches IT Management und Enterprise Architecture Management;15W;24/02/2016;172
IN2089;Strategisches IT Management und Enterprise Architecture Management;15W;04/04/2016;63
IN2093;eLearning - Techniken und Infrastrukturen;15W;07/03/2016;18
IN2097;Masterkurs Rechnernetze;15W;10/02/2016;116
IN2097;Masterkurs Rechnernetze;15W;08/04/2016;43
IN2098;Mobile verteilte Systeme;15S;22/07/2015;55
IN2098;Mobile verteilte Systeme;15S;24/09/2015;15
IN2099;Netz- und Systemmanagement;15S;24/07/2015;8
IN2101;Netzsicherheit;15W;06/02/2016;175
IN2101;Netzsicherheit;15W;06/04/2016;66
IN2103;Challenges for the CIO (Berufsfeldspezialisierung CIO);15S;13/07/2015;45
IN2104;CIO Planspiel;15W;19/01/2016;116
IN2104;CIO Planspiel;15W;18/03/2016;10
IN2105;Informations- und Wissensmanagement;15W;25/02/2016;121
IN2105;Informations- und Wissensmanagement;15W;06/04/2016;46
IN2113;Programmiersprachen;15W;20/02/2016;75
IN2114;Automotive Software - Methoden und Technologien;15S;27/07/2015;132
IN2114;Automotive Software - Methoden und Technologien;15S;29/09/2015;17
IN2118;Datenbanksysteme und moderne CPU-Architekturen ;15S;21/07/2015;37
IN2119;Benutzermodellierung und Recommender Systeme;15S;03/08/2015;129
IN2119;Benutzermodellierung und Recommender Systeme;15S;01/10/2015;63
IN2124;Grundlegende Mathematische Methoden für Imaging und Visualisierung;15W;11/02/2016;70
IN2124;Grundlegende Mathematische Methoden für Imaging und Visualisierung;15W;31/03/2016;52
IN2125;Virtualisierungstechniken;15W;10/02/2016;30
IN2125;Virtualisierungstechniken;15W;01/04/2016;8
IN2126;Software Engineering I: Softwaretechnik;15W;25/02/2016;21
IN2126;Software Engineering I: Softwaretechnik;15W;25/02/2016;1
IN2126;Software Engineering I: Softwaretechnik;15W;29/03/2016;1
IN212801;Entwicklungspraktikum Unternehmenssoftware -Enterprise Services;15S;27/07/2015;17
IN212801;Entwicklungspraktikum Unternehmenssoftware: Enterprise Services - Anwendungsentwicklung am Beispiel von SAP ABAP;15W;08/02/2016;11
IN212802;Entwicklungspraktikum Unternehmenssoftware Big Data Analytics - Entwicklung innovativer Anwendungen auf Basis von SAP HANA;15S;03/08/2015;20
IN212802;Entwicklungspraktikum Unternehmenssoftware: Big Data Analytics - Entwicklung innovativer Anwendungen auf Basis von SAP HANA ;15W;08/02/2016;13
IN21280202;Entwicklungspraktikum Unternehmenssoftware: Big Data Analytics - Entwicklung innovativer Anwendungen auf Basis von SAP HANA;15W;08/02/2016;7
IN212803;Entwicklungspraktikum Unternehmenssoftware - Automotive Services;15S;27/07/2015;17
IN212803;Entwicklungspraktikum Unternehmenssoftware - Automotive Services / Mobility Services;15W;26/02/2016;16
IN212805;Praktikum White-collar hacking contest;15S;01/09/2015;20
IN2129;Entwicklungspraktikum Software Engineering für betriebliche Informationssysteme - Webanwendungen;15W;11/02/2016;37
IN2133;Grundlagen von Computer Vision;15W;24/02/2016;71
IN2133;Grundlagen von Computer Vision;15W;07/04/2016;35
IN2138;Bewegungsplanung in der Robotik;15S;15/07/2015;75
IN2138;Bewegungsplanung in der Robotik;15S;12/10/2015;19
IN2141;Scientific Computing II;15S;20/07/2015;60
IN2141;Scientific Computing II;15S;02/10/2015;22
IN2146;Hauptseminar Bioinformatik;15W;15/12/2015;13
IN2147;Parallele Programmierung;15S;28/07/2015;115
IN2147;Parallele Programmierung;15S;05/10/2015;37
IN2157;Grundlegende Algorithmen (CSE);15W;26/02/2016;59
IN2157;Grundlegende Algorithmen (CSE);15W;06/04/2016;19
IN2160;Randomisierte Algorithmen;15W;09/02/2016;21
IN2160;Randomisierte Algorithmen;15W;01/04/2016;16
IN2161;Netzwerke für den Zahlungsverkehr;15S;27/07/2015;103
IN2161;Netzwerke für den Zahlungsverkehr;15S;08/10/2015;22
IN2168;Einführung in die Programmierung für Bioinformatiker;15W;01/02/2016;6
IN2169;Forschungsarbeit unter Anleitung;15S;01/06/2015;1
IN2169;Forschungsarbeit unter Anleitung;15S;03/07/2015;1
IN2169;Forschungsarbeit unter Anleitung;15S;14/07/2015;1
IN2169;Forschungsarbeit unter Anleitung;15S;17/07/2015;1
IN2169;Forschungsarbeit unter Anleitung;15S;29/07/2015;1
